"a_v_mean","a_v_stdev","a_v_median","a_v_errlo","a_v_errup","a_s_mean","a_s_stdev","a_s_median","a_s_errlo","a_s_errup","a_c_mean","a_c_stdev","a_c_median","a_c_errlo","a_c_errup","a_a_mean","a_a_stdev","a_a_median","a_a_errlo","a_a_errup"
1.525509972298382877e+01,3.087393043677343913e-07,1.525509970992861852e+01,1.525509940249589214e+01,1.525510003208620802e+01,1.613114318972392880e+01,5.629041754345877720e-07,1.613114317811432130e+01,1.613114261713487707e+01,1.613114376779621040e+01,7.657705347809593555e-01,5.562263810141696697e-08,7.657705369668232898e-01,7.657704793081073769e-01,7.657705838155118849e-01,1.117317292341826906e+01,1.550659031497525735e-06,1.117317284602332705e+01,1.117317134725441363e+01,1.117317459111264100e+01
