"a_v_mean","a_v_stdev","a_v_median","a_v_errlo","a_v_errup","a_s_mean","a_s_stdev","a_s_median","a_s_errlo","a_s_errup","a_c_mean","a_c_stdev","a_c_median","a_c_errlo","a_c_errup","a_a_mean","a_a_stdev","a_a_median","a_a_errlo","a_a_errup","a_p_mean","a_p_stdev","a_p_median","a_p_errlo","a_p_errup"
1.481173782381288184e+01,1.607425303973286645e-11,1.481173782382895610e+01,1.481173782382895610e+01,1.481173782382895610e+01,1.500000182098319357e+01,3.558398020686581731e-11,1.500000182101877755e+01,1.500000182101877755e+01,1.500000182101877755e+01,7.061666233098690126e-01,8.213429936176908086e-13,7.061666233106903556e-01,7.061666233106903556e-01,7.061666233106903556e-01,1.388086254003316888e+01,4.513189821864216356e-11,1.388086253998803699e+01,1.388086253998803699e+01,1.388086253998803699e+01,7.427129151097521031e+00,2.175504221213486744e-11,7.427129151119276074e+00,7.427129151119276074e+00,7.427129151119276074e+00
